second;engine speed (rpm);vehicle speed (km/h);engine temperature (C);Fuel Amount (L);CO2 Emission;CoolantTemp;Torque;KmPerLiter
1522;562,5;45;84,375;34,43362787;51;124;137;11.82
1523;187,5;15;28,125;34,42984814;66;90;195;10.3
1524;187,5;15;28,125;34,4260684;83;128;130;12.53
1525;562,5;45;84,375;34,4147292;57;146;183;7.91
1526;687,5;55;103,125;34,40087018;65;98;193;12.69
1527;687,5;55;103,125;34,38701115;51;98;122;7.44
1528;687,5;55;103,125;34,37315213;86;106;127;9.88
1529;812,5;65;121,875;34,35677328;71;127;145;12.48
1530;812,5;65;121,875;34,34039444;54;127;117;9.68
1531;812,5;65;121,875;34,32401559;74;104;132;10.65
1532;812,5;65;121,875;34,30763674;80;138;120;9.67
1533;812,5;65;121,875;34,2912579;51;114;100;10.87
1534;812,5;65;121,875;34,27487905;52;112;166;8.38
1535;812,5;65;121,875;34,2585002;85;110;144;12.7
1536;950;76;142,5;34,23934955;77;91;108;8.94
1537;950;76;142,5;34,2201989;86;133;178;12.63
1538;950;76;142,5;34,20104825;77;134;111;9.91
1539;950;76;142,5;34,18189759;92;128;199;6.52
1540;962,5;77;144,375;34,16249496;82;124;138;12.25
1541;962,5;77;144,375;34,14309233;63;103;155;9.97
1542;962,5;77;144,375;34,12368969;82;93;183;12.04
1543;962,5;77;144,375;34,10428706;86;137;135;9.1
1544;962,5;77;144,375;34,08488442;74;105;164;8.08
1545;1087,5;87;163,125;34,06296197;95;137;171;8.16
1546;1087,5;87;163,125;34,04103951;97;130;155;12.97
1547;1087,5;87;163,125;34,01911705;80;109;181;12.4
1548;1087,5;87;163,125;33,9971946;58;138;178;11.03
1549;712,5;57;106,875;33,98283161;66;101;152;7.36
1550;712,5;57;106,875;33,96846862;98;100;178;10.98
1551;712,5;57;106,875;33,95410563;97;90;146;11.12
1552;712,5;57;106,875;33,93974264;95;147;123;7.54
1553;712,5;57;106,875;33,92537965;67;93;115;8.32
1554;812,5;65;121,875;33,90900081;62;128;155;7.23
1555;812,5;65;121,875;33,89262196;70;93;159;9.57
1556;812,5;65;121,875;33,87624311;89;124;146;12.36
1557;975;78;146,25;33,8565885;54;138;193;11.36
1558;975;78;146,25;33,83693388;76;111;101;12.44
1559;975;78;146,25;33,81727926;57;125;191;11.21
1560;975;78;146,25;33,79762465;81;131;176;9.62
1561;975;78;146,25;33,77797003;53;105;157;6.17
1562;975;78;146,25;33,75831541;70;145;186;10.96
1563;975;78;146,25;33,7386608;89;136;197;8.83
1564;937,5;75;140,625;33,71976213;70;128;149;8.42
1565;937,5;75;140,625;33,70086346;80;115;182;9.57
1566;937,5;75;140,625;33,68196479;87;132;107;11.21
1567;937,5;75;140,625;33,66306612;54;122;194;9.73
1568;937,5;75;140,625;33,64416745;86;105;190;10.87
1569;812,5;65;121,875;33,6277886;67;101;171;8.15
1570;812,5;65;121,875;33,61140976;57;103;105;8.97
1571;812,5;65;121,875;33,59503091;63;131;144;11.85
1572;812,5;65;121,875;33,57865206;93;96;149;6.78
1573;700;56;105;33,56454106;72;146;154;12.46
1574;700;56;105;33,55043005;60;97;173;7.39
1575;700;56;105;33,53631904;87;109;190;11.59
1576;700;56;105;33,52220804;55;115;145;8.72
1577;700;56;105;33,50809703;71;132;190;12.82
1578;700;56;105;33,49398602;99;101;110;11.24
1579;575;46;86,25;33,48239484;73;99;137;6.8
1580;575;46;86,25;33,47080366;70;90;105;8.36
1581;575;46;86,25;33,45921247;69;103;136;7.27
1582;712,5;57;106,875;33,44484948;54;120;138;11.41
1583;712,5;57;106,875;33,43048649;63;142;152;12.58
1584;712,5;57;106,875;33,4161235;65;135;131;10.38
1585;712,5;57;106,875;33,40176052;59;149;177;11.55
1586;712,5;57;106,875;33,38739753;62;143;102;10.8
1587;825;66;123,75;33,3707667;74;145;147;10.84
1588;825;66;123,75;33,35413587;92;94;194;11.19
1589;825;66;123,75;33,33750504;53;140;138;12.41
1590;825;66;123,75;33,32087421;54;135;156;12.18
1591;825;66;123,75;33,30424338;65;92;101;10.38
1592;950;76;142,5;33,28509273;99;144;141;10.57
1593;950;76;142,5;33,26594208;55;110;141;7.25
1594;687,5;55;103,125;33,25208305;87;114;160;7.54
1595;687,5;55;103,125;33,23822403;54;113;140;12.83
1596;562,5;45;84,375;33,22688483;71;115;140;7.15
1597;562,5;45;84,375;33,21554563;60;147;181;10.42
1598;562,5;45;84,375;33,20420642;75;148;149;10.56
1599;662,5;53;99,375;33,19085136;51;147;143;12.98
1600;662,5;53;99,375;33,1774963;99;136;157;7.69
1601;662,5;53;99,375;33,16414124;77;97;174;9.08
1602;287,5;23;43,125;33,15834565;64;103;102;10.7
1603;400;32;60;33,15028222;95;142;132;7.06
1604;525;42;78,75;33,13969897;89;106;183;12.22
1605;275;22;41,25;33,13415536;93;136;162;9.0
1606;162,5;13;24,375;33,13087959;80;93;147;7.82
1607;62,5;5;9,375;33,12961967;78;111;116;6.92
1608;187,5;15;28,125;33,12583994;85;118;191;12.4
1609;62,5;5;9,375;33,12458003;88;149;188;12.23
1610;187,5;15;28,125;33,1208003;74;125;144;8.1
1611;937,5;75;140,625;33,10190163;58;117;184;8.41
1612;1062,5;85;159,375;33,08048313;65;92;184;7.99
1613;1125;90;168,75;33,05780473;62;117;199;6.93
1614;1125;90;168,75;33,03512633;88;93;101;7.35
1615;1125;90;168,75;33,01244792;70;144;133;8.03
1616;1125;90;168,75;32,98976952;80;122;182;12.26
1617;1125;90;168,75;32,96709112;84;111;186;6.3
1618;1250;100;187,5;32,94189289;97;134;102;7.27
1619;1250;100;187,5;32,91669466;60;114;156;9.35
1620;1250;100;187,5;32,89149644;92;120;191;9.16
1621;1250;100;187,5;32,86629821;69;103;195;9.97
1622;1250;100;187,5;32,84109999;75;136;179;8.87
1623;1250;100;187,5;32,81590176;76;114;195;11.98
1624;600;48;90;32,80380661;92;139;141;9.73
1625;600;48;90;32,79171146;64;107;193;11.02
1626;600;48;90;32,77961632;51;118;104;7.56
1627;437,5;35;65,625;32,77079694;59;100;157;6.56
1628;275;22;41,25;32,76525333;72;146;148;11.5
1629;837,5;67;125,625;32,74837051;96;100;137;9.7
1630;837,5;67;125,625;32,7314877;80;119;154;10.19
1631;1087,5;87;163,125;32,70956525;80;132;154;9.75
1632;1087,5;87;163,125;32,68764279;89;119;120;12.73
1633;1087,5;87;163,125;32,66572033;50;114;198;6.55
1634;1087,5;87;163,125;32,64379788;50;95;193;12.93
1635;1087,5;87;163,125;32,62187542;83;123;198;6.61
1636;537,5;43;80,625;32,61104018;72;116;188;6.57
1637;287,5;23;43,125;32,60524459;73;149;196;12.42
1638;700;56;105;32,59113358;81;125;158;9.43
1639;975;78;146,25;32,57147897;80;99;160;10.3
1640;975;78;146,25;32,55182435;79;115;182;7.66
1641;975;78;146,25;32,53216974;66;112;155;10.17
1642;975;78;146,25;32,51251512;87;121;130;12.18
1643;975;78;146,25;32,4928605;87;123;195;9.33
1644;1225;98;183,75;32,46816624;74;149;131;10.63
1645;1225;98;183,75;32,44347198;50;143;136;10.45
1646;1225;98;183,75;32,41877772;80;119;190;8.47
1647;1225;98;183,75;32,39408346;90;137;194;9.64
1648;950;76;142,5;32,3749328;66;118;166;11.27
1649;950;76;142,5;32,35578215;80;117;102;8.79
1650;950;76;142,5;32,3366315;50;96;154;6.91
1651;700;56;105;32,32252049;61;113;137;6.57
1652;700;56;105;32,30840949;61;104;173;7.44
1653;700;56;105;32,29429848;62;148;147;6.55
1654;562,5;45;84,375;32,28295928;52;128;144;10.75
1655;562,5;45;84,375;32,27162008;51;124;167;12.96
1656;150;12;22,5;32,26859629;57;111;152;11.81
1657;287,5;23;43,125;32,2628007;72;133;114;11.3
1658;425;34;63,75;32,2542333;90;112;185;12.54
1659;562,5;45;84,375;32,2428941;93;130;135;10.09
1660;812,5;65;121,875;32,22651525;65;109;146;8.95
1661;1000;80;150;32,20635667;53;148;109;9.42
1662;1000;80;150;32,18619809;69;141;115;8.14
1663;1000;80;150;32,16603951;84;94;182;9.17
1664;1000;80;150;32,14588093;90;135;171;8.99
1665;1000;80;150;32,12572235;82;149;119;8.06
1666;1087,5;87;163,125;32,10379989;86;95;151;6.84
1667;1087,5;87;163,125;32,08187744;57;99;103;6.29
1668;1087,5;87;163,125;32,05995498;85;123;124;9.17
1669;1087,5;87;163,125;32,03803252;91;126;160;12.94
1670;1150;92;172,5;32,01485015;59;122;178;6.92
1671;1150;92;172,5;31,99166779;50;104;164;12.41
1672;1162,5;93;174,375;31,96823344;52;130;174;10.39
1673;1162,5;93;174,375;31,94479909;58;124;181;6.07
1674;962,5;77;144,375;31,92539645;52;99;124;10.11
1675;962,5;77;144,375;31,90599382;61;109;141;10.76
1676;962,5;77;144,375;31,88659118;91;123;197;12.64
1677;975;78;146,25;31,86693657;62;142;168;12.2
1678;1087,5;87;163,125;31,84501411;54;114;184;12.38
1679;1087,5;87;163,125;31,82309165;70;105;127;6.64
1680;1087,5;87;163,125;31,8011692;79;106;125;7.15
1681;1087,5;87;163,125;31,77924674;66;133;125;9.0
1682;1087,5;87;163,125;31,75732428;68;127;179;12.37
1683;1087,5;87;163,125;31,73540183;53;104;110;12.59
1684;1087,5;87;163,125;31,71347937;68;127;123;6.08
1685;975;78;146,25;31,69382475;73;138;104;10.26
1686;975;78;146,25;31,67417014;64;146;112;9.96
1687;975;78;146,25;31,65451552;74;118;120;10.9
1688;975;78;146,25;31,63486091;62;133;107;9.47
1689;875;70;131,25;31,61722215;80;149;150;12.98
1690;875;70;131,25;31,59958339;50;141;184;9.28
1691;875;70;131,25;31,58194463;64;109;190;12.37
1692;875;70;131,25;31,56430587;72;147;114;11.89
1693;875;70;131,25;31,54666711;57;138;110;12.15
1694;812,5;65;121,875;31,53028827;72;130;192;12.02
1695;812,5;65;121,875;31,51390942;80;117;117;7.38
1696;812,5;65;121,875;31,49753057;84;127;187;6.79
1697;812,5;65;121,875;31,48115173;71;147;101;8.51
1698;812,5;65;121,875;31,46477288;95;102;131;10.09
1699;812,5;65;121,875;31,44839403;75;126;194;8.3
1700;750;60;112,5;31,4332751;82;107;142;11.51
1701;750;60;112,5;31,41815616;82;114;142;10.81
1702;750;60;112,5;31,40303723;78;146;184;8.07
1703;750;60;112,5;31,38791829;62;95;198;8.63
1704;750;60;112,5;31,37279935;86;105;100;10.4
1705;875;70;131,25;31,3551606;72;98;133;7.79
1706;875;70;131,25;31,33752184;71;104;105;7.68
1707;875;70;131,25;31,31988308;75;107;158;8.56
1708;875;70;131,25;31,30224432;68;147;115;10.39
1709;875;70;131,25;31,28460556;59;148;195;7.04
1710;875;70;131,25;31,26696681;66;90;193;9.84
1711;875;70;131,25;31,24932805;89;127;120;7.18
1712;875;70;131,25;31,23168929;75;144;118;11.86
1713;875;70;131,25;31,21405053;52;119;139;10.68
1714;875;70;131,25;31,19641177;87;95;136;6.82
1715;812,5;65;121,875;31,18003293;58;112;140;7.3
1716;812,5;65;121,875;31,16365408;57;121;127;8.64
1717;812,5;65;121,875;31,14727523;60;117;160;11.53
1718;812,5;65;121,875;31,13089638;55;122;148;11.85
1719;562,5;45;84,375;31,11955718;99;107;101;7.13
1720;562,5;45;84,375;31,10821798;63;107;124;9.08
1721;562,5;45;84,375;31,09687878;93;146;135;7.44
1722;562,5;45;84,375;31,08553958;64;101;161;12.06
1723;562,5;45;84,375;31,07420038;83;99;182;6.97
1724;187,5;15;28,125;31,07042064;88;142;128;10.16
1725;187,5;15;28,125;31,06664091;71;111;163;9.07
1726;562,5;45;84,375;31,05530171;73;134;141;7.03
1727;687,5;55;103,125;31,04144268;62;128;193;12.5
1728;687,5;55;103,125;31,02758366;91;144;195;8.13
1729;687,5;55;103,125;31,01372463;62;95;172;12.39
1730;812,5;65;121,875;30,99734579;52;149;122;10.9
1731;812,5;65;121,875;30,98096694;55;148;108;6.74
1732;812,5;65;121,875;30,96458809;57;101;183;7.5
1733;812,5;65;121,875;30,94820925;97;121;149;11.36
1734;812,5;65;121,875;30,9318304;77;107;146;8.84
1735;812,5;65;121,875;30,91545155;79;103;132;8.37
1736;812,5;65;121,875;30,89907271;52;115;199;7.34
1737;950;76;142,5;30,87992205;72;146;124;9.05
1738;950;76;142,5;30,8607714;63;135;138;10.91
1739;950;76;142,5;30,84162075;75;113;171;6.6
1740;950;76;142,5;30,8224701;58;129;153;6.94
1741;962,5;77;144,375;30,80306746;76;108;192;9.32
1742;962,5;77;144,375;30,78366483;96;111;172;7.41
1743;962,5;77;144,375;30,7642622;91;120;169;8.74
1744;962,5;77;144,375;30,74485956;88;108;114;10.44
1745;962,5;77;144,375;30,72545693;57;113;140;12.22
1746;1087,5;87;163,125;30,70353447;68;118;170;9.03
1747;1087,5;87;163,125;30,68161201;74;97;163;10.64
1748;1087,5;87;163,125;30,65968956;73;138;179;9.0
1749;1087,5;87;163,125;30,6377671;69;97;135;7.9
1750;712,5;57;106,875;30,62340411;61;125;122;12.66
1751;712,5;57;106,875;30,60904112;52;99;155;12.77
1752;712,5;57;106,875;30,59467813;75;112;186;7.75
1753;712,5;57;106,875;30,58031515;55;106;176;12.23
1754;712,5;57;106,875;30,56595216;75;107;139;11.59
1755;812,5;65;121,875;30,54957331;62;119;176;8.46
1756;812,5;65;121,875;30,53319446;75;136;199;11.75
1757;812,5;65;121,875;30,51681562;94;118;125;6.33
1758;975;78;146,25;30,497161;81;142;171;6.12
1759;975;78;146,25;30,47750638;95;115;159;6.8
1760;975;78;146,25;30,45785177;69;100;151;6.93
1761;975;78;146,25;30,43819715;93;128;101;12.69
1762;975;78;146,25;30,41854253;97;116;188;8.9
1763;975;78;146,25;30,39888792;83;145;180;7.11
1764;975;78;146,25;30,3792333;96;94;147;7.71
1765;937,5;75;140,625;30,36033463;81;143;162;6.99
1766;937,5;75;140,625;30,34143596;65;144;190;9.53
1767;937,5;75;140,625;30,32253729;98;129;172;7.11
1768;937,5;75;140,625;30,30363862;99;141;167;6.59
1769;937,5;75;140,625;30,28473995;74;120;160;11.81
1770;812,5;65;121,875;30,26836111;51;138;162;6.71
1771;812,5;65;121,875;30,25198226;97;143;147;12.43
1772;812,5;65;121,875;30,23560341;80;100;175;10.56
1773;812,5;65;121,875;30,21922457;81;147;196;7.19
1774;700;56;105;30,20511356;68;94;129;8.0
1775;700;56;105;30,19100255;74;91;181;12.48
1776;700;56;105;30,17689155;88;110;104;8.58
1777;700;56;105;30,16278054;98;125;105;8.91
1778;700;56;105;30,14866953;79;113;188;9.69
1779;700;56;105;30,13455853;97;123;181;6.61
1780;575;46;86,25;30,12296734;58;90;132;12.89
1781;575;46;86,25;30,11137616;97;135;131;10.5
1782;575;46;86,25;30,09978498;51;137;127;6.03
1783;712,5;57;106,875;30,08542199;91;91;163;12.02
1784;712,5;57;106,875;30,071059;84;93;178;8.85
1785;712,5;57;106,875;30,05669601;80;142;129;10.67
1786;712,5;57;106,875;30,04233302;81;132;178;9.1
1787;712,5;57;106,875;30,02797003;71;144;140;10.75
1788;825;66;123,75;30,0113392;90;94;156;6.97
1789;825;66;123,75;29,99470837;69;115;196;9.62
1790;825;66;123,75;29,97807754;81;104;160;10.79
1791;825;66;123,75;29,96144671;82;91;135;10.65
1792;825;66;123,75;29,94481588;66;98;179;7.85
1793;950;76;142,5;29,92566523;70;125;174;7.06
1794;950;76;142,5;29,90651458;62;142;192;8.96
1795;687,5;55;103,125;29,89265556;52;106;130;6.17
1796;687,5;55;103,125;29,87879653;59;97;106;6.01
1797;562,5;45;84,375;29,86745733;80;109;137;12.51
1798;562,5;45;84,375;29,85611813;82;133;182;12.4
1799;562,5;45;84,375;29,84477893;50;148;119;8.47
1800;662,5;53;99,375;29,83142387;79;133;129;6.42
1801;662,5;53;99,375;29,81806881;96;148;119;6.38
1802;662,5;53;99,375;29,80471375;52;138;190;9.39
1803;287,5;23;43,125;29,79891816;69;149;143;11.79
1804;400;32;60;29,79085472;56;142;121;7.51
1805;525;42;78,75;29,78027147;95;107;154;9.68
1806;275;22;41,25;29,77472786;80;118;115;8.86
1807;162,5;13;24,375;29,77145209;56;125;106;8.13
1808;62,5;5;9,375;29,77019218;91;95;132;9.53
1809;187,5;15;28,125;29,76641244;69;124;137;6.36
1810;62,5;5;9,375;29,76515253;52;147;155;9.71
1811;187,5;15;28,125;29,7613728;54;127;112;11.42
1812;937,5;75;140,625;29,74247413;63;125;121;6.57
1813;1062,5;85;159,375;29,72105564;87;141;137;7.67
1814;1125;90;168,75;29,69837723;53;128;164;7.65
1815;1125;90;168,75;29,67569883;77;131;159;12.47
1816;1125;90;168,75;29,65302043;65;121;174;9.79
1817;1125;90;168,75;29,63034202;65;98;166;11.75
1818;1125;90;168,75;29,60766362;84;104;179;6.26
1819;1250;100;187,5;29,58246539;66;148;189;10.06
1820;1250;100;187,5;29,55726717;57;92;175;6.8
1821;1250;100;187,5;29,53206894;71;126;176;12.19
1822;1250;100;187,5;29,50687072;63;130;109;12.12
1823;1250;100;187,5;29,48167249;55;120;109;6.7
1824;1250;100;187,5;29,45647426;68;119;136;11.05
1825;600;48;90;29,44437912;73;107;117;12.63
1826;600;48;90;29,43228397;84;140;114;6.65
1827;600;48;90;29,42018882;86;149;167;12.77
1828;437,5;35;65,625;29,41136944;67;149;184;7.2
1829;275;22;41,25;29,40582583;81;90;145;10.42
1830;837,5;67;125,625;29,38894302;68;138;199;11.38
1831;837,5;67;125,625;29,37206021;59;125;114;8.98
1832;1087,5;87;163,125;29,35013775;77;131;112;8.13
1833;1087,5;87;163,125;29,32821529;63;129;199;10.53
1834;1087,5;87;163,125;29,30629284;62;134;185;8.75
1835;1087,5;87;163,125;29,28437038;77;111;194;9.37
1836;1087,5;87;163,125;29,26244792;74;146;174;10.77
1837;537,5;43;80,625;29,25161269;57;107;192;8.03
1838;287,5;23;43,125;29,24581709;90;94;144;6.42
1839;700;56;105;29,23170609;83;125;198;9.84
1840;975;78;146,25;29,21205147;63;143;170;7.69
1841;975;78;146,25;29,19239686;58;118;168;6.2
1842;975;78;146,25;29,17274224;79;118;174;9.77
1843;975;78;146,25;29,15308762;54;111;132;9.34
1844;975;78;146,25;29,13343301;88;135;100;9.22
1845;1225;98;183,75;29,10873874;71;118;120;8.28
1846;1225;98;183,75;29,08404448;91;100;179;10.91
1847;1225;98;183,75;29,05935022;95;110;112;10.64
1848;1225;98;183,75;29,03465596;50;145;149;7.34
1849;950;76;142,5;29,01550531;61;118;191;9.87
1850;950;76;142,5;28,99635466;52;118;170;10.26
1851;950;76;142,5;28,977204;95;114;195;11.92
1852;700;56;105;28,963093;74;110;108;11.74
1853;700;56;105;28,94898199;63;99;120;10.85
1854;700;56;105;28,93487099;75;115;107;7.4
1855;562,5;45;84,375;28,92353178;97;113;177;7.84
1856;562,5;45;84,375;28,91219258;73;93;165;8.61
1857;150;12;22,5;28,90916879;76;118;173;6.11
1858;287,5;23;43,125;28,9033732;66;146;163;10.91
1859;425;34;63,75;28,89480581;93;147;158;8.11
1860;562,5;45;84,375;28,8834666;84;110;116;7.09
1861;812,5;65;121,875;28,86708776;65;146;139;12.55
1862;1000;80;150;28,84692918;92;119;138;12.36
1863;1000;80;150;28,8267706;98;147;123;11.88
1864;1000;80;150;28,80661201;58;101;168;10.56
1865;1000;80;150;28,78645343;81;116;162;10.23
1866;1000;80;150;28,76629485;87;144;104;12.1
1867;1087,5;87;163,125;28,7443724;68;145;164;6.43
1868;1087,5;87;163,125;28,72244994;97;131;119;12.94
1869;1087,5;87;163,125;28,70052748;60;103;172;8.84
1870;1087,5;87;163,125;28,67860503;83;92;155;11.68
1871;1150;92;172,5;28,65542266;83;92;147;6.61
1872;1150;92;172,5;28,63224029;58;148;150;9.54
1873;1162,5;93;174,375;28,60880594;92;147;174;9.81
1874;1162,5;93;174,375;28,58537159;72;119;146;10.83
1875;962,5;77;144,375;28,56596896;61;96;148;11.76
1876;962,5;77;144,375;28,54656632;60;147;199;9.6
1877;962,5;77;144,375;28,52716369;88;139;166;7.08
1878;975;78;146,25;28,50750907;94;107;106;9.64
1879;1087,5;87;163,125;28,48558661;53;116;150;9.49
1880;1087,5;87;163,125;28,46366416;77;120;111;10.18
1881;1087,5;87;163,125;28,4417417;66;94;145;8.95
1882;1087,5;87;163,125;28,41981924;97;91;130;8.68
1883;1087,5;87;163,125;28,39789679;93;129;115;11.75
1884;1087,5;87;163,125;28,37597433;56;96;103;12.8
1885;1087,5;87;163,125;28,35405187;59;147;192;11.62
1886;975;78;146,25;28,33439726;58;99;176;7.98
1887;975;78;146,25;28,31474264;93;90;123;6.32
1888;975;78;146,25;28,29508803;97;148;134;9.74
1889;975;78;146,25;28,27543341;86;93;174;9.57
1890;875;70;131,25;28,25779465;81;103;163;9.13
1891;875;70;131,25;28,24015589;86;140;124;9.92
1892;875;70;131,25;28,22251713;70;111;195;12.52
1893;875;70;131,25;28,20487838;98;130;150;10.69
1894;875;70;131,25;28,18723962;94;125;173;10.44
1895;812,5;65;121,875;28,17086077;78;139;139;10.66
1896;812,5;65;121,875;28,15448192;54;126;181;6.44
1897;812,5;65;121,875;28,13810308;71;141;155;8.49
1898;812,5;65;121,875;28,12172423;88;105;114;8.78
1899;812,5;65;121,875;28,10534538;58;144;154;9.66
1900;812,5;65;121,875;28,08896654;60;103;132;8.11
1901;750;60;112,5;28,0738476;79;95;174;9.46
1902;750;60;112,5;28,05872867;97;144;160;9.36
1903;750;60;112,5;28,04360973;62;94;155;12.56
1904;750;60;112,5;28,02849079;94;117;133;8.24
1905;750;60;112,5;28,01337186;71;146;103;8.59
1906;875;70;131,25;27,9957331;77;134;186;7.84
1907;875;70;131,25;27,97809434;77;134;108;11.88
1908;875;70;131,25;27,96045558;62;91;143;7.3
1909;875;70;131,25;27,94281683;55;130;192;8.86
1910;875;70;131,25;27,92517807;85;112;175;7.81
1911;875;70;131,25;27,90753931;50;94;109;7.25
1912;875;70;131,25;27,88990055;72;102;196;6.0
1913;875;70;131,25;27,87226179;73;133;102;9.32
1914;875;70;131,25;27,85462303;69;131;195;8.49
1915;875;70;131,25;27,83698428;65;143;132;8.47
1916;812,5;65;121,875;27,82060543;85;114;179;6.97
1917;812,5;65;121,875;27,80422658;90;141;110;7.28
1918;812,5;65;121,875;27,78784774;62;122;153;6.76
1919;812,5;65;121,875;27,77146889;53;129;191;10.72
1920;562,5;45;84,375;27,76012969;97;99;171;7.73
1921;562,5;45;84,375;27,74879049;73;145;168;10.41
1922;562,5;45;84,375;27,73745128;63;104;193;11.55
1923;562,5;45;84,375;27,72611208;61;101;148;6.07
1924;562,5;45;84,375;27,71477288;86;126;185;6.8
1925;187,5;15;28,125;27,71099315;85;117;164;8.48
1926;187,5;15;28,125;27,70721341;83;127;194;11.81
1927;562,5;45;84,375;27,69587421;75;141;173;8.6
1928;687,5;55;103,125;27,68201519;99;123;128;12.18
1929;687,5;55;103,125;27,66815616;74;124;150;10.71
1930;687,5;55;103,125;27,65429714;62;100;180;7.66
1931;812,5;65;121,875;27,63791829;64;130;179;11.97
1932;812,5;65;121,875;27,62153944;96;132;193;8.93
1933;812,5;65;121,875;27,6051606;78;140;183;10.18
1934;812,5;65;121,875;27,58878175;68;112;179;11.59
1935;812,5;65;121,875;27,5724029;72;114;119;10.86
1936;812,5;65;121,875;27,55602406;97;91;190;6.58
1937;812,5;65;121,875;27,53964521;95;105;159;6.05
1938;950;76;142,5;27,52049456;51;134;195;8.52
1939;950;76;142,5;27,50134391;98;138;181;6.64
1940;950;76;142,5;27,48219325;51;105;184;8.27
1941;950;76;142,5;27,4630426;65;114;178;9.68
1942;962,5;77;144,375;27,44363997;90;136;132;12.42
1943;962,5;77;144,375;27,42423733;84;104;137;10.17
1944;962,5;77;144,375;27,4048347;85;100;197;12.78
1945;962,5;77;144,375;27,38543207;57;92;120;10.02
1946;962,5;77;144,375;27,36602943;53;125;134;9.95
1947;1087,5;87;163,125;27,34410697;91;103;106;12.68
1948;1087,5;87;163,125;27,32218452;69;144;149;9.87
1949;1087,5;87;163,125;27,30026206;85;138;132;7.52
1950;1087,5;87;163,125;27,2783396;82;117;111;6.87
1951;712,5;57;106,875;27,26397662;66;135;153;6.12
1952;712,5;57;106,875;27,24961363;53;94;181;10.74
1953;712,5;57;106,875;27,23525064;99;99;136;6.08
1954;712,5;57;106,875;27,22088765;54;117;166;10.09
1955;712,5;57;106,875;27,20652466;81;104;111;6.17
1956;812,5;65;121,875;27,19014581;73;93;122;11.14
1957;812,5;65;121,875;27,17376697;68;135;154;12.36
1958;812,5;65;121,875;27,15738812;95;128;120;12.59
1959;975;78;146,25;27,1377335;70;128;183;8.0
1960;975;78;146,25;27,11807889;86;122;120;8.53
1961;975;78;146,25;27,09842427;93;100;132;6.26
1962;975;78;146,25;27,07876965;80;131;117;11.09
1963;975;78;146,25;27,05911504;62;92;196;11.45
1964;975;78;146,25;27,03946042;77;135;158;6.59
1965;975;78;146,25;27,01980581;50;105;183;10.69
1966;937,5;75;140,625;27,00090714;85;101;160;6.45
1967;937,5;75;140,625;26,98200847;93;112;127;11.57
1968;937,5;75;140,625;26,9631098;56;140;178;7.64
1969;937,5;75;140,625;26,94421113;64;126;107;12.49
1970;937,5;75;140,625;26,92531246;87;96;188;10.28
1971;812,5;65;121,875;26,90893361;52;142;186;12.26
1972;812,5;65;121,875;26,89255476;68;118;106;6.04
1973;812,5;65;121,875;26,87617592;87;95;143;8.7
1974;812,5;65;121,875;26,85979707;59;125;100;6.21
1975;700;56;105;26,84568606;86;93;105;9.55
1976;700;56;105;26,83157506;72;138;133;7.73
1977;700;56;105;26,81746405;56;143;118;8.91
1978;700;56;105;26,80335304;90;102;135;9.54
1979;700;56;105;26,78924204;59;125;194;10.9
1980;700;56;105;26,77513103;71;146;173;12.91
1981;575;46;86,25;26,76353985;88;117;111;6.13
1982;575;46;86,25;26,75194866;84;146;188;10.0
1983;575;46;86,25;26,74035748;87;98;160;8.98
1984;712,5;57;106,875;26,72599449;90;110;199;7.2
1985;712,5;57;106,875;26,7116315;90;148;116;9.04
1986;712,5;57;106,875;26,69726851;88;93;177;9.4
1987;712,5;57;106,875;26,68290552;52;147;199;11.51
1988;712,5;57;106,875;26,66854253;92;117;177;7.52
1989;825;66;123,75;26,65191171;82;96;179;12.8
1990;825;66;123,75;26,63528088;60;142;138;8.29
1991;825;66;123,75;26,61865005;56;124;120;7.53
1992;825;66;123,75;26,60201922;60;147;105;12.58
1993;825;66;123,75;26,58538839;91;146;103;12.49
1994;950;76;142,5;26,56623774;74;123;122;12.89
1995;950;76;142,5;26,54708709;66;138;132;9.23
1996;687,5;55;103,125;26,53322806;50;116;138;10.08
1997;687,5;55;103,125;26,51936904;80;123;110;8.32
1998;562,5;45;84,375;26,50802983;59;144;131;7.98
1999;562,5;45;84,375;26,49669063;91;101;191;9.96
2000;562,5;45;84,375;26,48535143;91;104;163;11.73
2001;662,5;53;99,375;26,47199637;68;141;185;8.58
2002;662,5;53;99,375;26,45864131;99;96;158;9.16
2003;662,5;53;99,375;26,44528625;68;144;136;7.07
2004;287,5;23;43,125;26,43949066;64;99;144;8.08
2005;400;32;60;26,43142723;80;118;124;12.29
2006;525;42;78,75;26,42084397;72;97;126;8.69
2007;275;22;41,25;26,41530036;83;138;191;10.76
2008;162,5;13;24,375;26,41202459;84;90;181;10.28
2009;62,5;5;9,375;26,41076468;81;121;156;11.08
2010;187,5;15;28,125;26,40698495;94;114;145;7.77
2011;62,5;5;9,375;26,40572504;63;120;171;8.38
2012;187,5;15;28,125;26,4019453;60;127;187;7.52
2013;937,5;75;140,625;26,38304663;82;138;166;7.64
2014;1062,5;85;159,375;26,36162814;94;131;126;9.87
2015;1125;90;168,75;26,33894974;88;94;142;10.35
2016;1125;90;168,75;26,31627133;68;134;133;9.17
